Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Yelp URL,Scraped Date,Search Query,Search Location
Chicago Legal Group,(555) 761-8867,info@legalgroup.com,"498 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,4.4,220,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(660) 266-3875,info@legalgroup.com,"213 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,4.2,256,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(996) 248-3212,contact@johnsonlaw.com,"174 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,4.0,434,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(352) 430-9286,contact@johnsonlaw.com,"983 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,3.8,717,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(342) 782-9885,contact@johnsonlaw.com,"825 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.8,29,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(907) 509-9653,contact@johnsonlaw.com,"749 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.7,106,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(730) 372-9702,contact@johnsonlaw.com,"186 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,3.7,69,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(256) 508-5676,info@legalgroup.com,"414 Pine St, Chicago, IL",https://legalgroup.com,Attorney,4.5,348,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(456) 880-4417,contact@johnsonlaw.com,"697 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,4.2,485,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(734) 591-9229,info@legalgroup.com,"634 Main St, Chicago, IL",https://legalgroup.com,Attorney,3.9,570,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(508) 718-4339,contact@johnsonlaw.com,"355 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,3.8,76,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(952) 464-6131,contact@johnsonlaw.com,"100 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,3.5,414,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(895) 908-1824,info@legalgroup.com,"139 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,4.2,708,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(295) 891-7009,contact@johnsonlaw.com,"448 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.5,684,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(933) 242-9775,info@legalgroup.com,"728 Pine St, Chicago, IL",https://legalgroup.com,Attorney,4.8,201,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(373) 741-2861,info@legalgroup.com,"581 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,3.8,375,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(419) 399-8728,contact@johnsonlaw.com,"304 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,4.4,435,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(835) 834-3311,contact@johnsonlaw.com,"709 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,4.3,226,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(762) 664-5895,contact@johnsonlaw.com,"617 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.8,371,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(343) 564-6086,contact@johnsonlaw.com,"362 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.0,741,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(754) 424-7968,info@legalgroup.com,"635 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,4.0,275,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(754) 607-2009,info@legalgroup.com,"233 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,3.6,698,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(520) 506-4369,contact@johnsonlaw.com,"502 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,4.2,683,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(938) 394-3527,contact@johnsonlaw.com,"829 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.3,294,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(963) 350-2441,contact@johnsonlaw.com,"300 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,3.6,184,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(690) 252-6121,info@legalgroup.com,"744 Main St, Chicago, IL",https://legalgroup.com,Attorney,4.8,324,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(440) 908-6787,info@legalgroup.com,"758 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,4.9,515,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(685) 979-5347,contact@johnsonlaw.com,"319 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,4.4,753,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(279) 480-8424,info@legalgroup.com,"170 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,3.9,505,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(575) 915-5147,contact@johnsonlaw.com,"862 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.1,541,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(529) 416-3370,info@legalgroup.com,"260 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,4.9,676,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(930) 854-6819,info@legalgroup.com,"796 Main St, Chicago, IL",https://legalgroup.com,Attorney,3.6,352,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(247) 986-5121,contact@johnsonlaw.com,"481 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,3.6,310,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(206) 451-4617,info@legalgroup.com,"639 Main St, Chicago, IL",https://legalgroup.com,Attorney,4.7,122,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(879) 883-3236,contact@johnsonlaw.com,"331 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.1,317,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(765) 362-1890,contact@johnsonlaw.com,"782 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.0,482,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(231) 251-4733,info@legalgroup.com,"926 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,4.7,676,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(248) 574-7591,contact@johnsonlaw.com,"441 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.8,261,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(705) 581-1796,contact@johnsonlaw.com,"661 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.2,787,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(569) 850-8783,contact@johnsonlaw.com,"152 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,3.8,237,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(346) 550-9999,info@legalgroup.com,"856 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,4.2,25,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(276) 657-2767,info@legalgroup.com,"124 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,4.5,421,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(371) 693-5919,info@legalgroup.com,"287 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,4.0,305,$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(621) 424-8363,info@legalgroup.com,"148 Pine St, Chicago, IL",https://legalgroup.com,Attorney,3.8,251,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(597) 586-4160,info@legalgroup.com,"443 Pine St, Chicago, IL",https://legalgroup.com,Attorney,3.6,121,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(875) 649-7671,info@legalgroup.com,"764 Main St, Chicago, IL",https://legalgroup.com,Attorney,5.0,185,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(333) 781-7862,contact@johnsonlaw.com,"849 Main St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.0,696,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(771) 594-8692,contact@johnsonlaw.com,"449 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.4,38,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(294) 285-9787,info@legalgroup.com,"347 Business Blvd, Chicago, IL",https://legalgroup.com,Attorney,3.8,217,$$$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(619) 927-6011,contact@johnsonlaw.com,"373 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,4.3,238,$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(524) 295-2629,info@legalgroup.com,"588 Oak Ave, Chicago, IL",https://legalgroup.com,Attorney,3.9,368,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(844) 923-1165,contact@johnsonlaw.com,"459 Business Blvd, Chicago, IL",https://johnsonlaw.com,Law Firm,4.2,753,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(775) 558-3513,contact@johnsonlaw.com,"207 Oak Ave, Chicago, IL",https://johnsonlaw.com,Law Firm,4.5,786,$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Chicago Legal Group,(366) 564-6133,info@legalgroup.com,"125 Main St, Chicago, IL",https://legalgroup.com,Attorney,4.2,332,$,Downtown,Mon-Fri: 9AM-6PM,Full-service law firm,https://yelp.com/biz/chicago-legal-group,2025-09-09 17:14:17,lawyers,"Chicago, IL"
Johnson & Associates Law,(749) 800-9170,contact@johnsonlaw.com,"261 Pine St, Chicago, IL",https://johnsonlaw.com,Law Firm,3.7,241,$$$,Downtown,Mon-Fri: 9AM-6PM,Experienced legal representation,https://yelp.com/biz/johnson-&-associates-law,2025-09-09 17:14:17,lawyers,"Chicago, IL"
