Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Yelp URL,Scraped Date,Search Query,Search Location
Smile Dental Miami,(875) 348-4754,appointments@smiledental.com,"207 Main St, Miami, FL",https://smiledental.com,Dentist,4.9,752,$$$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(792) 869-1309,appointments@smiledental.com,"447 Main St, Miami, FL",https://smiledental.com,Dentist,4.7,194,$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Miami Family Dentistry,(680) 937-5297,info@familydentistry.com,"473 Main St, Miami, FL",https://familydentistry.com,Family Dentist,4.5,57,$$,Downtown,Mon-Fri: 9AM-6PM,Family-friendly dental practice,https://yelp.com/biz/miami-family-dentistry,2025-09-10 02:14:56,dentists,"Miami, FL"
Miami Family Dentistry,(509) 243-9101,info@familydentistry.com,"431 Pine St, Miami, FL",https://familydentistry.com,Family Dentist,4.5,285,$$$,Downtown,Mon-Fri: 9AM-6PM,Family-friendly dental practice,https://yelp.com/biz/miami-family-dentistry,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(532) 947-3178,appointments@smiledental.com,"550 Oak Ave, Miami, FL",https://smiledental.com,Dentist,3.7,342,$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(410) 411-5436,appointments@smiledental.com,"157 Pine St, Miami, FL",https://smiledental.com,Dentist,3.7,284,$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(794) 511-4833,appointments@smiledental.com,"422 Main St, Miami, FL",https://smiledental.com,Dentist,4.4,664,$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(845) 703-9774,appointments@smiledental.com,"123 Main St, Miami, FL",https://smiledental.com,Dentist,3.8,361,$$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
Miami Family Dentistry,(705) 254-7442,info@familydentistry.com,"828 Business Blvd, Miami, FL",https://familydentistry.com,Family Dentist,4.7,277,$,Downtown,Mon-Fri: 9AM-6PM,Family-friendly dental practice,https://yelp.com/biz/miami-family-dentistry,2025-09-10 02:14:56,dentists,"Miami, FL"
Smile Dental Miami,(763) 921-2281,appointments@smiledental.com,"137 Pine St, Miami, FL",https://smiledental.com,Dentist,4.8,416,$,Downtown,Mon-Fri: 9AM-6PM,Complete dental care services,https://yelp.com/biz/smile-dental-miami,2025-09-10 02:14:56,dentists,"Miami, FL"
