Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Source,Scraped Date
Sunrise Cafe New York,(303) 901-1704,service@sunrisecafe.com,"599 Center Street, New York, NY",https://sunrisecafe.com,Cafe,4.5,106,$$$,Uptown,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional cafe serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Ocean View Seafood New York,(738) 826-5513,contact@oceanviewseafood.com,"3169 Main Street, New York, NY",https://oceanviewseafood.com,Seafood Restaurant,3.6,793,$$$$,West Side,Mon-Sat: 8AM-8PM,Professional seafood restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Mountain Steakhouse New York,(329) 222-4565,connect@mountainsteakhouse.com,"279 Lincoln Avenue, New York, NY",https://mountainsteakhouse.com,Steakhouse,4.2,264,$$$$,North End,"Mon-Thu: 9AM-6PM, Fri-Sat: 9AM-8PM",Professional steakhouse serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Green Garden New York,(991) 975-2856,admin@greengarden.com,"3518 Madison Street, New York, NY",https://greengarden.com,Vegetarian Restaurant,4.3,541,$$$$,East Side,Mon-Sun: 24/7,Professional vegetarian restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Downtown Diner New York,(311) 384-6134,office@downtowndiner.com,"8032 Pine Street, New York, NY",https://downtowndiner.com,American Diner,4.2,571,$$$,North End,Mon-Fri: 9AM-6PM,Professional american diner serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Corner Cafe New York,(318) 517-5890,service@cornercafe.com,"7377 Madison Street, New York, NY",https://cornercafe.com,Cafe,4.6,236,$$$$,East Side,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional cafe serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Family Diner New York,(362) 658-8762,office@familydiner.com,"8872 Franklin Boulevard, New York, NY",https://familydiner.com,Diner,4.2,257,$$$,Uptown,"Mon-Thu: 9AM-6PM, Fri-Sat: 9AM-8PM",Professional diner serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Pizza Palace New York,(790) 290-5282,welcome@pizzapalace.com,"2429 Park Avenue, New York, NY",https://pizzapalace.com,Pizza,4.1,426,$$,Downtown,Tue-Sat: 9AM-7PM,Professional pizza serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Burger Junction New York,(726) 819-6673,contact@burgerjunction.com,"471 Jefferson Drive, New York, NY",https://burgerjunction.com,Burger Restaurant,4.1,628,$,North End,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional burger restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Noodle House New York,(621) 482-6192,support@noodlehouse.com,"7952 Madison Street, New York, NY",https://noodlehouse.com,Asian Restaurant,4.8,676,$,West Side,Mon-Fri: 9AM-6PM,Professional asian restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Grill Master New York,(841) 671-9248,admin@grillmaster.com,"7554 Maple Avenue, New York, NY",https://grillmaster.com,Grill Restaurant,4.4,347,$$$$,South District,Tue-Sat: 9AM-7PM,Professional grill restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Fresh Salads Co New York,(964) 659-2831,connect@freshsalads.com,"6508 Second Street, New York, NY",https://freshsalads.com,Healthy Restaurant,3.8,309,$$,Midtown,Tue-Sat: 9AM-7PM,Professional healthy restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
BBQ Pit New York,(935) 844-5269,hello@bbqpit.com,"5127 Jefferson Drive, New York, NY",https://bbqpit.com,BBQ Restaurant,4.9,276,$$$$,Midtown,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional bbq restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Bella Vista West New York,(944) 738-9861,service1@bellavista.com,"8816 Kennedy Street, New York, NY",https://bellavista.com,Italian Restaurant,4.2,524,$$$$,South District,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional italian restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
Golden Dragon Central New York,(720) 461-9063,support@goldendragon952.com,"3464 Commerce Drive, New York, NY",https://goldendragon952.com,Chinese Restaurant,4.9,267,$,East Side,Mon-Fri: 9AM-6PM,Professional chinese restaurant serving New York and surrounding areas,Yelp,2025-09-15 01:22:29
