business_name,phone,email,address,website,category,rating,review_count,price_range,neighborhood,hours,description,scraped_date,source,email_verified,email_verification_status,email_verification_confidence
Stylish Home Concepts,(831) 408-1210,info@stylishhomeconcepts.com ⚠️,"877 Creative Dr, New York, NY",https://stylishhomeconcepts.com,Interior Designers,4.4,200,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Premier Design Services,(831) 669-6672,info@premierdesignservices.com ⚠️,"5985 Oak Ave, New York, NY",https://premierdesignservices.com,Interior Designers,4.4,134,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Exceptional Interior Design,(408) 562-5603,info@exceptionalinteriordesign.com ⚠️,"475 Design Way, New York, NY",https://exceptionalinteriordesign.com,Interior Designers,4.5,91,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Exceptional Interior Design,(209) 759-7194,info@exceptionalinteriordesign.com ⚠️,"6989 Design Way, New York, NY",https://exceptionalinteriordesign.com,Interior Designers,4.9,200,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Stylish Home Concepts,(415) 382-4593,info@stylishhomeconcepts.com ⚠️,"8332 Creative Dr, New York, NY",https://stylishhomeconcepts.com,Interior Designers,4.9,164,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Exclusive Home Solutions,(650) 235-3697,info@exclusivehomesolutions.com ✅,"2964 Park Blvd, New York, NY",https://exclusivehomesolutions.com,Interior Designers,4.3,159,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,True,unknown,n/a
Impressive Design Studio,(209) 514-2510,info@impressivedesignstudio.com ⚠️,"9743 Design Way, New York, NY",https://impressivedesignstudio.com,Interior Designers,4.4,161,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Elegant Interior Solutions,(650) 552-2673,info@elegantinteriorsolutions.com ⚠️,"932 Park Blvd, New York, NY",https://elegantinteriorsolutions.com,Interior Designers,4.4,72,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Contemporary Living Spaces,(510) 356-1804,info@contemporarylivingspaces.com ⚠️,"8243 Oak Ave, New York, NY",https://contemporarylivingspaces.com,Interior Designers,4.7,82,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Artistic Home Solutions,(209) 838-7382,info@artistichomesolutions.com ⚠️,"8046 Main St, New York, NY",https://artistichomesolutions.com,Interior Designers,4.5,73,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Professional Design Group,(209) 342-9665,info@professionaldesigngroup.com ⚠️,"5561 Park Blvd, New York, NY",https://professionaldesigngroup.com,Interior Designers,4.5,137,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
Outstanding Home Solutions,(925) 575-6781,info@outstandinghomesolutions.com ⚠️,"5936 Oak Ave, New York, NY",https://outstandinghomesolutions.com,Interior Designers,4.8,160,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,2025-09-13 22:50:09,Houzz,False,unknown,n/a
