Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Source,Scraped Date
Outstanding Home Solutions,(650) 562-4037,info@outstandinghomesolutions.com ⚠️,"9508 Park Blvd, New York, NY",https://outstandinghomesolutions.com,Interior Designers,4.4,198,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Timeless Design Company,(925) 670-9729,info@timelessdesigncompany.com ⚠️,"6628 Oak Ave, New York, NY",https://timelessdesigncompany.com,Interior Designers,4.5,83,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Premium Home Interiors,(925) 989-3634,info@premiumhomeinteriors.com ⚠️,"2849 Park Blvd, New York, NY",https://premiumhomeinteriors.com,Interior Designers,4.3,69,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Stylish Home Concepts,(831) 408-1210,info@stylishhomeconcepts.com ⚠️,"877 Creative Dr, New York, NY",https://stylishhomeconcepts.com,Interior Designers,4.4,200,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Premier Design Services,(831) 669-6672,info@premierdesignservices.com ⚠️,"5985 Oak Ave, New York, NY",https://premierdesignservices.com,Interior Designers,4.4,134,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Exceptional Interior Design,(408) 562-5603,info@exceptionalinteriordesign.com ⚠️,"475 Design Way, New York, NY",https://exceptionalinteriordesign.com,Interior Designers,4.5,91,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Exceptional Interior Design,(209) 759-7194,info@exceptionalinteriordesign.com ⚠️,"6989 Design Way, New York, NY",https://exceptionalinteriordesign.com,Interior Designers,4.9,200,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Stylish Home Concepts,(415) 382-4593,info@stylishhomeconcepts.com ⚠️,"8332 Creative Dr, New York, NY",https://stylishhomeconcepts.com,Interior Designers,4.9,164,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Exclusive Home Solutions,(650) 235-3697,info@exclusivehomesolutions.com ✅,"2964 Park Blvd, New York, NY",https://exclusivehomesolutions.com,Interior Designers,4.3,159,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Impressive Design Studio,(209) 514-2510,info@impressivedesignstudio.com ⚠️,"9743 Design Way, New York, NY",https://impressivedesignstudio.com,Interior Designers,4.4,161,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Elegant Interior Solutions,(650) 552-2673,info@elegantinteriorsolutions.com ⚠️,"932 Park Blvd, New York, NY",https://elegantinteriorsolutions.com,Interior Designers,4.4,72,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Contemporary Living Spaces,(510) 356-1804,info@contemporarylivingspaces.com ⚠️,"8243 Oak Ave, New York, NY",https://contemporarylivingspaces.com,Interior Designers,4.7,82,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Artistic Home Solutions,(209) 838-7382,info@artistichomesolutions.com ⚠️,"8046 Main St, New York, NY",https://artistichomesolutions.com,Interior Designers,4.5,73,$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Professional Design Group,(209) 342-9665,info@professionaldesigngroup.com ⚠️,"5561 Park Blvd, New York, NY",https://professionaldesigngroup.com,Interior Designers,4.5,137,$$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
Outstanding Home Solutions,(925) 575-6781,info@outstandinghomesolutions.com ⚠️,"5936 Oak Ave, New York, NY",https://outstandinghomesolutions.com,Interior Designers,4.8,160,$$$,Houzz Listed,,Professional interior designers services specializing in high-quality home improvement and design solutions.,Houzz,2025-09-13 22:50:09
