business_name,phone,email,address,website,category,rating,review_count,price_range,neighborhood,hours,description,yelp_url,scraped_date,search_query,search_location
Bella Vista New York,(768) 959-5005,info@bellavista.com,"346 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.4,58,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(740) 350-9128,orders@sakurasushi.com,"761 Oak Ave, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.6,595,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(980) 745-9580,hello@localburger.com,"456 Oak Ave, New York, NY",https://localburger.com,American Restaurant,3.7,62,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(904) 943-4200,orders@sakurasushi.com,"118 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.2,283,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(462) 227-1507,info@bellavista.com,"569 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.8,601,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(373) 944-5170,orders@sakurasushi.com,"677 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.6,446,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(510) 703-2046,orders@sakurasushi.com,"636 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,454,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(598) 662-7113,orders@sakurasushi.com,"502 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.5,226,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(876) 997-8331,info@bellavista.com,"200 Main St, New York, NY",https://bellavista.com,Italian Restaurant,3.9,258,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(470) 478-7345,info@bellavista.com,"401 Main St, New York, NY",https://bellavista.com,Italian Restaurant,4.1,73,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(633) 870-3140,info@bellavista.com,"790 Main St, New York, NY",https://bellavista.com,Italian Restaurant,4.1,621,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(777) 553-8902,hello@localburger.com,"422 Pine St, New York, NY",https://localburger.com,American Restaurant,3.9,192,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(566) 815-6344,orders@sakurasushi.com,"855 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.4,326,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(829) 468-5824,info@bellavista.com,"611 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.6,594,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(889) 933-4165,orders@sakurasushi.com,"525 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.5,78,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(344) 674-1973,orders@sakurasushi.com,"549 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,5.0,498,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(494) 303-6511,hello@localburger.com,"923 Pine St, New York, NY",https://localburger.com,American Restaurant,4.8,650,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(702) 865-7675,orders@sakurasushi.com,"555 Business Blvd, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,617,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(779) 406-8572,info@bellavista.com,"605 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.1,606,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(634) 876-1059,hello@localburger.com,"922 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.9,231,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(983) 480-5022,orders@sakurasushi.com,"548 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.9,519,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(671) 686-9647,info@bellavista.com,"928 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.5,625,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(286) 771-5944,orders@sakurasushi.com,"783 Business Blvd, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,691,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(829) 278-2908,orders@sakurasushi.com,"735 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,264,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(472) 467-3585,orders@sakurasushi.com,"856 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.8,646,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(610) 464-6307,hello@localburger.com,"633 Business Blvd, New York, NY",https://localburger.com,American Restaurant,3.5,638,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(347) 546-8172,hello@localburger.com,"240 Pine St, New York, NY",https://localburger.com,American Restaurant,3.6,686,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(767) 990-5550,info@bellavista.com,"239 Main St, New York, NY",https://bellavista.com,Italian Restaurant,4.3,225,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(434) 967-1147,hello@localburger.com,"433 Pine St, New York, NY",https://localburger.com,American Restaurant,4.2,506,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(993) 689-4510,hello@localburger.com,"755 Oak Ave, New York, NY",https://localburger.com,American Restaurant,4.6,693,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(327) 742-5444,hello@localburger.com,"118 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.2,57,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(244) 682-1010,info@bellavista.com,"535 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.3,160,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(741) 483-5036,info@bellavista.com,"360 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.1,126,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(767) 556-9203,info@bellavista.com,"723 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.8,262,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(397) 273-8407,orders@sakurasushi.com,"470 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.2,730,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(355) 464-7226,info@bellavista.com,"611 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.7,292,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(848) 210-4455,info@bellavista.com,"847 Main St, New York, NY",https://bellavista.com,Italian Restaurant,4.6,563,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(367) 321-5465,info@bellavista.com,"806 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.6,374,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(792) 799-8261,hello@localburger.com,"362 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.7,392,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(455) 764-4587,info@bellavista.com,"233 Pine St, New York, NY",https://bellavista.com,Italian Restaurant,4.6,66,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(472) 741-2115,hello@localburger.com,"406 Oak Ave, New York, NY",https://localburger.com,American Restaurant,4.4,477,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(298) 997-2776,info@bellavista.com,"625 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.6,636,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(413) 767-3367,info@bellavista.com,"999 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,3.7,401,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(501) 767-5467,orders@sakurasushi.com,"381 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.8,239,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(552) 989-4108,orders@sakurasushi.com,"776 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.4,495,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(793) 706-9483,info@bellavista.com,"555 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.8,588,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(826) 717-5320,info@bellavista.com,"818 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.1,512,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(271) 353-6407,info@bellavista.com,"937 Main St, New York, NY",https://bellavista.com,Italian Restaurant,4.1,445,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(338) 966-1580,info@bellavista.com,"938 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.8,515,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(518) 310-7459,hello@localburger.com,"265 Business Blvd, New York, NY",https://localburger.com,American Restaurant,3.6,21,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(591) 758-3809,hello@localburger.com,"120 Main St, New York, NY",https://localburger.com,American Restaurant,3.5,430,$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(386) 489-7126,info@bellavista.com,"302 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.9,681,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(956) 926-4695,hello@localburger.com,"652 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.9,120,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(315) 317-2304,info@bellavista.com,"673 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,3.6,307,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(743) 658-2001,hello@localburger.com,"423 Main St, New York, NY",https://localburger.com,American Restaurant,4.7,113,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(207) 298-6640,orders@sakurasushi.com,"156 Business Blvd, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.3,248,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(737) 936-7925,info@bellavista.com,"862 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,3.7,176,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(718) 577-1035,orders@sakurasushi.com,"786 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.6,661,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(812) 828-3652,info@bellavista.com,"719 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.6,680,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(997) 322-2478,orders@sakurasushi.com,"962 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,127,$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(437) 749-4039,orders@sakurasushi.com,"264 Oak Ave, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.6,40,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(881) 592-3498,orders@sakurasushi.com,"854 Pine St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,513,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(272) 556-1815,hello@localburger.com,"962 Pine St, New York, NY",https://localburger.com,American Restaurant,3.9,291,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(484) 923-8271,info@bellavista.com,"668 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.8,120,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(747) 332-6421,orders@sakurasushi.com,"311 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.5,164,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(752) 715-1721,info@bellavista.com,"545 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.8,492,$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(399) 503-8632,info@bellavista.com,"229 Business Blvd, New York, NY",https://bellavista.com,Italian Restaurant,4.8,577,$$$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(203) 464-4940,hello@localburger.com,"214 Pine St, New York, NY",https://localburger.com,American Restaurant,3.5,90,$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(910) 229-5374,orders@sakurasushi.com,"161 Oak Ave, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.2,592,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Bella Vista New York,(758) 844-9707,info@bellavista.com,"749 Oak Ave, New York, NY",https://bellavista.com,Italian Restaurant,4.5,774,$,Downtown,Mon-Fri: 9AM-6PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(678) 283-6603,orders@sakurasushi.com,"793 Oak Ave, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.9,349,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(527) 207-3920,orders@sakurasushi.com,"722 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.9,320,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(733) 677-8890,orders@sakurasushi.com,"240 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,59,$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
The Local Burger - New York,(858) 260-7731,hello@localburger.com,"607 Business Blvd, New York, NY",https://localburger.com,American Restaurant,4.3,575,$$$,Downtown,Mon-Fri: 9AM-6PM,"Fresh, locally sourced burgers",https://yelp.com/biz/the-local-burger---new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
Sakura Sushi New York,(979) 919-6133,orders@sakurasushi.com,"159 Main St, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.9,511,$$$,Downtown,Mon-Fri: 9AM-6PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi-new-york,2025-09-09 17:13:43,restaurants,"New York, NY"
