business_name,phone,email,address,website,category,rating,review_count,price_range,neighborhood,hours,description,yelp_url,scraped_date,search_query,search_location
Gramercy Café,(212) 982-2121,user@domain.com,184 3rd Ave,http://www.gramercykitchen.nyc,RestaurantsAmerican RestaurantsCoffee Shops,3.6,199,$$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Carbone Ristorante Italiano,(212) 290-2625,contact@carboneristorante.com,331 W 38th St,/new-york-ny/mip/carbone-ristorante-italiano-5846586#open-menu,RestaurantsPizzaItalian Restaurants,4.6,103,$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Planet Hollywood,(212) 333-7827,planet-hollywood-logo-desktop@2x.png,1540 Broadway Frnt 1,http://www.planethollywoodintl.com/locations.php,RestaurantsBar & Grills,3.8,8,$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Old Homestead Steakhouse,(212) 242-9040,info@theoldhomesteadsteakhouse.com,56 9th Ave,https://www.theoldhomesteadsteakhouse.com/contact,RestaurantsSteak HousesAmerican Restaurants,4.3,108,$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Il Piccolo Bufalo,(212) 219-9068,info@ilpiccolobufalo.com,141 Mulberry St,http://www.ilpiccolobufalo.com,RestaurantsItalian RestaurantsFamily Style Restaurants,4.8,95,$$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Sofia's of Little Italy,(212) 219-9799,admin@sofiasnewyork.com,143 Mulberry St,https://www.facebook.com/sofiasnewyork,RestaurantsItalian Restaurants,3.9,176,$$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Stout NYC,(212) 629-6191,info@stoutnyc.com,133 W 33rd St,https://www.stoutnyc.com,RestaurantsAmerican RestaurantsBars,4.0,70,$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Noi Due,(212) 712-2222,info@noiduecafe.com,143 W 69th St,http://www.noiduecafe.com,RestaurantsItalian RestaurantsSteak Houses,4.0,30,$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Frankie's Spuntino,(212) 253-2303,spuntino@frankspm.com,17 Clinton St,http://www.frankiesspuntino.com,RestaurantsItalian RestaurantsSandwich Shops,4.4,91,$$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Pinto Restaurant,(212) 366-5455,contact@pintorestaurant.com,118 Christopher St,/new-york-ny/mip/pinto-restaurant-12974269#open-menu,RestaurantsThai RestaurantsFamily Style Restaurants,4.3,120,$$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
Esca Restaurant,(212) 564-7272,info@esca-nyc.com,402 W 43rd St,http://www.esca-nyc.com,RestaurantsFamily Style Restaurants,3.7,125,$,Yellow Pages Listed,,,,2025-09-10 17:25:44,restaurants,"New York, NY"
