business_name,phone,email,address,website,category,rating,review_count,price_range,neighborhood,hours,description,yelp_url,scraped_date,search_query,search_location
Sakura Sushi New York,(817) 335-1014,orders@sakurasushi.com,"123 Pine Street, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,194,$,Downtown,Mon-Sun: 9AM-9PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi,2025-09-09 16:29:51,restaurants,"New York, NY"
The Local Burger - New York,(679) 674-9274,hello@localburger.com,"678 Oak Avenue, New York, NY",https://localburger.com,American Restaurant,4.8,770,$$,Downtown,Mon-Sun: 9AM-9PM,"Fresh, locally sourced burgers",https://yelp.com/biz/local-burger,2025-09-09 16:29:51,restaurants,"New York, NY"
The Local Burger - New York,(895) 377-5703,hello@localburger.com,"678 Oak Avenue, New York, NY",https://localburger.com,American Restaurant,4.2,116,$,Downtown,Mon-Sun: 9AM-9PM,"Fresh, locally sourced burgers",https://yelp.com/biz/local-burger,2025-09-09 16:29:51,restaurants,"New York, NY"
The Local Burger - New York,(879) 554-2310,hello@localburger.com,"678 Oak Avenue, New York, NY",https://localburger.com,American Restaurant,4.1,702,$$$,Downtown,Mon-Sun: 9AM-9PM,"Fresh, locally sourced burgers",https://yelp.com/biz/local-burger,2025-09-09 16:29:51,restaurants,"New York, NY"
Sakura Sushi New York,(342) 522-8992,orders@sakurasushi.com,"123 Pine Street, New York, NY",https://sakurasushi.com,Japanese Restaurant,3.6,547,$$$,Downtown,Mon-Sun: 9AM-9PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi,2025-09-09 16:29:51,restaurants,"New York, NY"
Sakura Sushi New York,(823) 601-9069,orders@sakurasushi.com,"123 Pine Street, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.7,587,$,Downtown,Mon-Sun: 9AM-9PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi,2025-09-09 16:29:51,restaurants,"New York, NY"
Bella Vista New York,(689) 281-2643,info@bellavista.com,"245 Main Street, New York, NY",https://bellavista.com,Italian Restaurant,4.6,339,$,Downtown,Mon-Sun: 9AM-9PM,Authentic Italian cuisine,https://yelp.com/biz/bella-vista-restaurant,2025-09-09 16:29:51,restaurants,"New York, NY"
Sakura Sushi New York,(483) 548-9935,orders@sakurasushi.com,"123 Pine Street, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.8,656,$$,Downtown,Mon-Sun: 9AM-9PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi,2025-09-09 16:29:51,restaurants,"New York, NY"
Sakura Sushi New York,(747) 690-3485,orders@sakurasushi.com,"123 Pine Street, New York, NY",https://sakurasushi.com,Japanese Restaurant,4.1,416,$,Downtown,Mon-Sun: 9AM-9PM,Fresh sushi and Japanese cuisine,https://yelp.com/biz/sakura-sushi,2025-09-09 16:29:51,restaurants,"New York, NY"
The Local Burger - New York,(464) 308-4702,hello@localburger.com,"678 Oak Avenue, New York, NY",https://localburger.com,American Restaurant,3.9,38,$,Downtown,Mon-Sun: 9AM-9PM,"Fresh, locally sourced burgers",https://yelp.com/biz/local-burger,2025-09-09 16:29:51,restaurants,"New York, NY"
