Business Name,Phone,Email,Address,Website,Category,Rating,Reviews,Price Range,Neighborhood,Hours,Description,Source,Scraped Date
Mountain Steakhouse New York,(847) 984-8777,service@mountainsteakhouse.com,"6603 Wilson Avenue, New York, NY",https://mountainsteakhouse.com,Steakhouse,4.8,531,$$$$,East Side,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional steakhouse serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Green Garden New York,(555) 239-2085,office@greengarden.com,"4222 Franklin Boulevard, New York, NY",https://greengarden.com,Vegetarian Restaurant,4.4,113,$$,West Side,Mon-Fri: 9AM-6PM,Professional vegetarian restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Downtown Diner New York,(365) 395-8157,info@downtowndiner.com,"9773 Second Street, New York, NY",https://downtowndiner.com,American Diner,3.9,762,$$$,Downtown,Daily: 10AM-10PM,Professional american diner serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Corner Cafe New York,(346) 230-2814,hello@cornercafe.com,"9228 Franklin Boulevard, New York, NY",https://cornercafe.com,Cafe,4.8,267,$$$,Central District,Daily: 10AM-10PM,Professional cafe serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Family Diner New York,(335) 288-6364,service@familydiner.com,"7866 Washington Street, New York, NY",https://familydiner.com,Diner,4.1,606,$,Central District,Mon-Sun: 24/7,Professional diner serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Pizza Palace New York,(764) 677-2851,admin@pizzapalace.com,"6297 Washington Street, New York, NY",https://pizzapalace.com,Pizza,4.1,362,$$$,West Side,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional pizza serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Burger Junction New York,(546) 365-2688,welcome@burgerjunction.com,"2333 Wilson Avenue, New York, NY",https://burgerjunction.com,Burger Restaurant,3.6,654,$$,Midtown,Mon-Sun: 24/7,Professional burger restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Noodle House New York,(653) 209-8203,connect@noodlehouse.com,"6060 Kennedy Street, New York, NY",https://noodlehouse.com,Asian Restaurant,3.9,527,$$$$,Uptown,Tue-Sat: 9AM-7PM,Professional asian restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Grill Master New York,(929) 426-7564,contact@grillmaster.com,"2294 Main Street, New York, NY",https://grillmaster.com,Grill Restaurant,4.5,301,$$$$,Central District,Mon-Sun: 24/7,Professional grill restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Fresh Salads Co New York,(217) 529-5634,team@freshsalads.com,"5417 Pine Street, New York, NY",https://freshsalads.com,Healthy Restaurant,3.5,794,$$$,Uptown,Mon-Fri: 9AM-6PM,Professional healthy restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
BBQ Pit New York,(977) 243-4300,info@bbqpit.com,"4484 Lincoln Avenue, New York, NY",https://bbqpit.com,BBQ Restaurant,4.2,285,$$$$,South District,"Mon-Fri: 8AM-5PM, Sat: 9AM-3PM",Professional bbq restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Bella Vista West New York,(411) 565-3560,connect@bellavista.com,"6743 Business Boulevard, New York, NY",https://bellavista.com,Italian Restaurant,4.6,740,$$$$,Uptown,Mon-Fri: 9AM-6PM,Professional italian restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
Golden Dragon South New York,(779) 692-3577,connect@goldendragon815.com,"5992 Main Street, New York, NY",https://goldendragon815.com,Chinese Restaurant,4.4,582,$$$,South District,Mon-Sat: 8AM-8PM,Professional chinese restaurant serving New York and surrounding areas,Yelp,2025-09-13 23:30:52
